FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",65,192,4662,366,9,5294,0.8,2.1,4.3,4.2,0.4,3.9
29,"CD102, Manhattan",72,285,5626,394,15,6392,0.9,3.1,5.2,4.5,0.7,4.7
30,"CD103, Manhattan",83,156,2792,203,29,3263,1.1,1.7,2.6,2.3,1.4,2.4
21,"CD104, Manhattan",121,196,4513,456,31,5317,1.6,2.1,4.2,5.2,1.5,3.9
13,"CD105, Manhattan",108,312,12703,716,34,13873,1.4,3.4,11.8,8.2,1.6,10.3
31,"CD106, Manhattan",53,96,4681,220,17,5067,0.7,1.0,4.4,2.5,0.8,3.7
20,"CD107, Manhattan",38,212,5607,318,13,6188,0.5,2.3,5.2,3.6,0.6,4.6
42,"CD108, Manhattan",78,225,6331,461,68,7163,1.0,2.4,5.9,5.3,3.2,5.3
60,"CD109, Manhattan",17,84,1528,141,5,1775,0.2,0.9,1.4,1.6,0.2,1.3
70,"CD110, Manhattan",59,125,1405,152,12,1753,0.8,1.3,1.3,1.7,0.6,1.3
48,"CD111, Manhattan",51,67,1218,114,8,1458,0.7,0.7,1.1,1.3,0.4,1.1
71,"CD112, Manhattan",14,60,1772,125,4,1975,0.2,0.6,1.7,1.4,0.2,1.5
18,"CD164, Manhattan",0,0,40,17,0,57,0.0,0.0,0.0,0.2,0.0,0.0
41,"CD201, Bronx",89,46,988,117,28,1268,1.1,0.5,0.9,1.3,1.3,0.9
44,"CD202, Bronx",45,30,342,43,5,465,0.6,0.3,0.3,0.5,0.2,0.3
53,"CD203, Bronx",49,30,549,90,21,739,0.6,0.3,0.5,1.0,1.0,0.5
32,"CD204, Bronx",42,47,657,88,13,847,0.5,0.5,0.6,1.0,0.6,0.6
62,"CD205, Bronx",46,23,570,93,17,749,0.6,0.2,0.5,1.1,0.8,0.6
63,"CD206, Bronx",74,30,502,82,34,722,0.9,0.3,0.5,0.9,1.6,0.5
36,"CD207, Bronx",65,34,576,76,37,788,0.8,0.4,0.5,0.9,1.7,0.6
24,"CD208, Bronx",63,48,631,80,12,834,0.8,0.5,0.6,0.9,0.6,0.6
45,"CD209, Bronx",77,58,987,127,9,1258,1.0,0.6,0.9,1.5,0.4,0.9
59,"CD210, Bronx",49,67,716,37,17,886,0.6,0.7,0.7,0.4,0.8,0.7
50,"CD211, Bronx",36,43,646,64,16,805,0.5,0.5,0.6,0.7,0.8,0.6
58,"CD212, Bronx",127,109,874,59,37,1206,1.6,1.2,0.8,0.7,1.7,0.9
33,"CD226, Bronx",2,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,7,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",364,385,2309,290,95,3443,4.7,4.1,2.2,3.3,4.5,2.5
6,"CD302, Brooklyn",161,263,3137,339,38,3938,2.1,2.8,2.9,3.9,1.8,2.9
14,"CD303, Brooklyn",282,375,1754,187,72,2670,3.6,4.0,1.6,2.1,3.4,2.0
22,"CD304, Brooklyn",226,195,1162,82,33,1698,2.9,2.1,1.1,0.9,1.6,1.3
64,"CD305, Brooklyn",168,76,1308,125,23,1700,2.2,0.8,1.2,1.4,1.1,1.3
54,"CD306, Brooklyn",139,369,2480,190,21,3199,1.8,4.0,2.3,2.2,1.0,2.4
9,"CD307, Brooklyn",105,225,1577,141,26,2074,1.3,2.4,1.5,1.6,1.2,1.5
55,"CD308, Brooklyn",95,208,1067,72,31,1473,1.2,2.2,1.0,0.8,1.5,1.1
16,"CD309, Brooklyn",79,98,730,34,13,954,1.0,1.1,0.7,0.4,0.6,0.7
10,"CD310, Brooklyn",54,102,1088,113,20,1377,0.7,1.1,1.0,1.3,0.9,1.0
1,"CD311, Brooklyn",99,134,1154,106,26,1519,1.3,1.4,1.1,1.2,1.2,1.1
11,"CD312, Brooklyn",258,363,1204,108,91,2024,3.3,3.9,1.1,1.2,4.3,1.5
7,"CD313, Brooklyn",93,56,992,117,14,1272,1.2,0.6,0.9,1.3,0.7,0.9
5,"CD314, Brooklyn",78,129,986,102,61,1356,1.0,1.4,0.9,1.2,2.9,1.0
8,"CD315, Brooklyn",205,227,1227,109,67,1835,2.6,2.4,1.1,1.2,3.2,1.4
15,"CD316, Brooklyn",78,49,648,52,22,849,1.0,0.5,0.6,0.6,1.0,0.6
17,"CD317, Brooklyn",131,135,789,77,78,1210,1.7,1.5,0.7,0.9,3.7,0.9
39,"CD318, Brooklyn",64,126,1212,62,11,1475,0.8,1.4,1.1,0.7,0.5,1.1
56,"CD355, Brooklyn",0,0,17,9,0,26,0.0,0.0,0.0,0.1,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",233,226,1886,211,84,2640,3.0,2.4,1.8,2.4,4.0,2.0
26,"CD402, Queens",239,130,1543,252,58,2222,3.1,1.4,1.4,2.9,2.7,1.6
68,"CD403, Queens",108,103,855,80,28,1174,1.4,1.1,0.8,0.9,1.3,0.9
27,"CD404, Queens",174,97,734,66,38,1109,2.2,1.0,0.7,0.8,1.8,0.8
28,"CD405, Queens",109,212,1337,91,25,1774,1.4,2.3,1.2,1.0,1.2,1.3
37,"CD406, Queens",31,111,1023,73,14,1252,0.4,1.2,1.0,0.8,0.7,0.9
49,"CD407, Queens",453,420,2056,161,113,3203,5.8,4.5,1.9,1.8,5.3,2.4
46,"CD408, Queens",119,273,979,127,54,1552,1.5,2.9,0.9,1.5,2.5,1.1
65,"CD409, Queens",46,116,873,75,32,1142,0.6,1.3,0.8,0.9,1.5,0.8
61,"CD410, Queens",61,123,928,72,25,1209,0.8,1.3,0.9,0.8,1.2,0.9
47,"CD411, Queens",184,305,1069,63,65,1686,2.4,3.3,1.0,0.7,3.1,1.2
3,"CD412, Queens",238,277,1865,159,61,2600,3.1,3.0,1.7,1.8,2.9,1.9
66,"CD413, Queens",92,227,1495,37,17,1868,1.2,2.4,1.4,0.4,0.8,1.4
57,"CD414, Queens",225,119,1249,82,56,1731,2.9,1.3,1.2,0.9,2.6,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",2,3,36,20,0,61,0.0,0.0,0.0,0.2,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",325,148,1377,91,66,2007,4.2,1.6,1.3,1.0,3.1,1.5
34,"CD502, Staten Island",357,148,1164,64,76,1809,4.6,1.6,1.1,0.7,3.6,1.3
35,"CD503, Staten Island",594,151,969,60,76,1850,7.6,1.6,0.9,0.7,3.6,1.4
12,"CD595, Staten Island",0,0,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,
